/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_34.png -136.873508 -3.602094 4.505701 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_195.png 35.539209 -1.087048 0.254248 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_196.png 33.234779 -2.654198 -0.065546 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_197.png 35.159166 -3.822324 -0.918143 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_198.png 36.028595 -4.819396 -1.185248 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_199.png 38.088602 -6.901366 -1.651888 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_200.png 38.262493 -14.100027 -1.547595 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_201.png 39.130081 -19.791491 -4.645784 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_202.png 34.231404 -32.590126 1.855620 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_203.png 40.451889 -43.155140 -1.185590 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_204.png 44.664195 -48.244631 -6.301146 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_205.png 54.647954 -59.792058 -16.038390 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_206.png 66.646474 -68.475864 -23.611726 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_207.png 71.968922 -67.020727 -26.339177 [503.56723, 250.81279]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_208.png 76.083084 -65.376010 -29.426373 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_209.png 82.970646 -65.673572 -33.533904 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_210.png 92.635730 -66.232544 -39.860666 [511.155029, 247.325348]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_211.png 86.906257 -64.365211 -34.052713 [506.882083, 241.531136]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_212.png 0.000000 0.000000 0.000000 [535.707031, 230.551926]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_214.png 0.000000 0.000000 0.000000 [571.752075, 211.899277]
